SID,CID,SCORE,TID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900130843,300029,98.0,100029,刘海龙,男,21.0,33468.0,经济学院,2011
200900130844,300016,59.0,100016,翟学林,女,21.0,33492.0,艺术学院,2006
200900130844,300014,58.0,100014,翟学林,女,21.0,33492.0,艺术学院,2006
200900130844,300011,97.0,100011,翟学林,女,21.0,33492.0,艺术学院,2006
200900130844,300040,53.0,100009,翟学林,女,21.0,33492.0,艺术学院,2006
200900130844,300020,71.0,100020,翟学林,女,21.0,33492.0,艺术学院,2006
200900130845,300033,57.0,100002,陈秋娟,女,24.0,32494.0,经济学院,2011
200900130845,300004,74.0,100004,陈秋娟,女,24.0,32494.0,经济学院,2011
200900130845,300040,91.0,100009,陈秋娟,女,24.0,32494.0,经济学院,2011
200900130845,300021,74.0,100021,陈秋娟,女,24.0,32494.0,经济学院,2011
200900130845,300028,93.0,100028,陈秋娟,女,24.0,32494.0,经济学院,2011
200900130846,300037,68.0,100006,董文渊,男,19.0,34046.0,外国语学院,2004
200900130846,300008,70.0,100008,董文渊,男,19.0,34046.0,外国语学院,2004
200900130846,300019,56.0,100019,董文渊,男,19.0,34046.0,外国语学院,2004
200900130846,300038,63.0,100007,董文渊,男,19.0,34046.0,外国语学院,2004
200900130846,300020,58.0,100020,董文渊,男,19.0,34046.0,外国语学院,2004
200900130847,300015,73.0,100015,高飞,男,20.0,33666.0,艺术学院,2005
200900130847,300035,60.0,100004,高飞,男,20.0,33666.0,艺术学院,2005
200900130847,300004,55.0,100004,高飞,男,20.0,33666.0,艺术学院,2005
200900130847,300005,95.0,100005,高飞,男,20.0,33666.0,艺术学院,2005
200900130847,300021,80.0,100021,高飞,男,20.0,33666.0,艺术学院,2005
200900130848,300027,96.0,100027,韩波,女,23.0,32575.0,马克思主义学院,2011
200900130848,300017,83.0,100017,韩波,女,23.0,32575.0,马克思主义学院,2011
200900130848,300037,64.0,100006,韩波,女,23.0,32575.0,马克思主义学院,2011
200900130848,300022,54.0,100022,韩波,女,23.0,32575.0,马克思主义学院,2011
200900130849,300020,71.0,100020,李素兰,女,18.0,34431.0,公共卫生学院,2010
200900130849,300034,55.0,100003,李素兰,女,18.0,34431.0,公共卫生学院,2010
200900130849,300009,81.0,100009,李素兰,女,18.0,34431.0,公共卫生学院,2010
200900130849,300033,93.0,100002,李素兰,女,18.0,34431.0,公共卫生学院,2010
200900130849,300031,79.0,100000,李素兰,女,18.0,34431.0,公共卫生学院,2010
200900130850,300024,51.0,100024,郭丽娟,男,22.0,33202.0,哲学与社会发展学院,2009
200900130850,300033,93.0,100002,郭丽娟,男,22.0,33202.0,哲学与社会发展学院,2009
200900130850,300001,60.0,100001,郭丽娟,男,22.0,33202.0,哲学与社会发展学院,2009
200900130850,300008,80.0,100008,郭丽娟,男,22.0,33202.0,哲学与社会发展学院,2009
200900130850,300021,96.0,100021,郭丽娟,男,22.0,33202.0,哲学与社会发展学院,2009
200900130851,300036,96.0,100005,梁华飞,男,21.0,33413.0,外国语学院,2005
200900130851,300008,90.0,100008,梁华飞,男,21.0,33413.0,外国语学院,2005
200900130851,300023,99.0,100023,梁华飞,男,21.0,33413.0,外国语学院,2005
200900130851,300038,95.0,100007,梁华飞,男,21.0,33413.0,外国语学院,2005
200900130851,300027,73.0,100027,梁华飞,男,21.0,33413.0,外国语学院,2005
200900130852,300007,51.0,100007,宝元富,男,20.0,33655.0,法学院,2011
200900130852,300003,62.0,100003,宝元富,男,20.0,33655.0,法学院,2011
200900130852,300033,93.0,100002,宝元富,男,20.0,33655.0,法学院,2011
200900130852,300022,63.0,100022,宝元富,男,20.0,33655.0,法学院,2011
200900130853,300026,67.0,100026,贾苏平,女,24.0,32151.0,外国语学院,2007
200900130853,300027,58.0,100027,贾苏平,女,24.0,32151.0,外国语学院,2007
200900130853,300016,74.0,100016,贾苏平,女,24.0,32151.0,外国语学院,2007
200900130853,300002,77.0,100002,贾苏平,女,24.0,32151.0,外国语学院,2007
200900130853,300030,75.0,100030,贾苏平,女,24.0,32151.0,外国语学院,2007
200900130854,300003,61.0,100003,李佰林,女,21.0,33305.0,哲学与社会发展学院,2010
200900130854,300005,65.0,100005,李佰林,女,21.0,33305.0,哲学与社会发展学院,2010
200900130854,300023,79.0,100023,李佰林,女,21.0,33305.0,哲学与社会发展学院,2010
200900130854,300010,90.0,100010,李佰林,女,21.0,33305.0,哲学与社会发展学院,2010
200900130854,300039,71.0,100008,李佰林,女,21.0,33305.0,哲学与社会发展学院,2010
200900130855,300024,74.0,100024,户培刚,男,19.0,34124.0,医学院,2010
200900130855,300005,72.0,100005,户培刚,男,19.0,34124.0,医学院,2010
200900130855,300039,82.0,100008,户培刚,男,19.0,34124.0,医学院,2010
200900130855,300013,83.0,100013,户培刚,男,19.0,34124.0,医学院,2010
200900130856,300032,72.0,100001,刘宝亮,男,18.0,34442.0,,2009
200900130856,300022,55.0,100022,刘宝亮,男,18.0,34442.0,,2009
200900130856,300024,67.0,100024,刘宝亮,男,18.0,34442.0,,2009
200900130856,300006,91.0,100006,刘宝亮,男,18.0,34442.0,,2009
200900130856,300014,50.0,100014,刘宝亮,男,18.0,34442.0,,2009
200900130857,300036,51.0,100005,李永兵,男,18.0,34530.0,软件学院,2008
200900130857,300016,53.0,100016,李永兵,男,18.0,34530.0,软件学院,2008
200900130857,300034,52.0,100003,李永兵,男,18.0,34530.0,软件学院,2008
200900130857,300039,82.0,100008,李永兵,男,18.0,34530.0,软件学院,2008
200900130857,300001,80.0,100001,李永兵,男,18.0,34530.0,软件学院,2008
200900130858,300017,59.0,100017,刘俊军,男,21.0,33300.0,软件学院,2007
200900130858,300012,90.0,100012,刘俊军,男,21.0,33300.0,软件学院,2007
200900130858,300039,93.0,100008,刘俊军,男,21.0,33300.0,软件学院,2007
200900130858,300026,62.0,100026,刘俊军,男,21.0,33300.0,软件学院,2007
200900130858,300013,82.0,100013,刘俊军,男,21.0,33300.0,软件学院,2007
200900130859,300034,66.0,100003,贾希明,女,24.0,32150.0,环境科学与工程学院,2006
200900130859,300033,51.0,100002,贾希明,女,24.0,32150.0,环境科学与工程学院,2006
200900130859,300019,57.0,100019,贾希明,女,24.0,32150.0,环境科学与工程学院,2006
200900130860,300005,71.0,100005,李晋林,男,18.0,34421.0,,2004
200900130860,300038,79.0,100007,李晋林,男,18.0,34421.0,,2004
200900130860,300011,92.0,100011,李晋林,男,18.0,34421.0,,2004
200900130860,300024,74.0,100024,李晋林,男,18.0,34421.0,,2004
200900130860,300017,59.0,100017,李晋林,男,18.0,34421.0,,2004
200900130861,300026,85.0,100026,梁霞,女,20.0,33668.0,国际教育学院,2008
200900130861,300008,81.0,100008,梁霞,女,20.0,33668.0,国际教育学院,2008
200900130861,300037,85.0,100006,梁霞,女,20.0,33668.0,国际教育学院,2008
200900130861,300024,86.0,100024,梁霞,女,20.0,33668.0,国际教育学院,2008
200900130861,300032,91.0,100001,梁霞,女,20.0,33668.0,国际教育学院,2008
200900130862,300019,72.0,100019,郭丽娜,女,19.0,34328.0,艺术学院,2011
200900130862,300008,65.0,100008,郭丽娜,女,19.0,34328.0,艺术学院,2011
200900130862,300004,81.0,100004,郭丽娜,女,19.0,34328.0,艺术学院,2011
200900130862,300016,52.0,100016,郭丽娜,女,19.0,34328.0,艺术学院,2011
200900130863,300017,88.0,100017,刘超,男,19.0,34326.0,信息科学与工程学院,2010
200900130863,300015,68.0,100015,刘超,男,19.0,34326.0,信息科学与工程学院,2010
200900130863,300030,63.0,100030,刘超,男,19.0,34326.0,信息科学与工程学院,2010
200900130863,300013,89.0,100013,刘超,男,19.0,34326.0,信息科学与工程学院,2010
200900130863,300018,93.0,100018,刘超,男,19.0,34326.0,信息科学与工程学院,2010
200900130864,300037,89.0,100006,陈胜,男,24.0,32470.0,生命科学学院,2004
200900130864,300020,70.0,100020,陈胜,男,24.0,32470.0,生命科学学院,2004
200900130864,300002,58.0,100002,陈胜,男,24.0,32470.0,生命科学学院,2004
200900130864,300036,68.0,100005,陈胜,男,24.0,32470.0,生命科学学院,2004
200900130864,300038,61.0,100007,陈胜,男,24.0,32470.0,生命科学学院,2004
200900130865,300035,72.0,100004,刘建伟,男,24.0,32504.0,国际教育学院,2008
200900130865,300015,76.0,100015,刘建伟,男,24.0,32504.0,国际教育学院,2008
200900130865,300025,56.0,100025,刘建伟,男,24.0,32504.0,国际教育学院,2008
200900130865,300008,81.0,100008,刘建伟,男,24.0,32504.0,国际教育学院,2008
200900130865,300010,51.0,100010,刘建伟,男,24.0,32504.0,国际教育学院,2008
200900130866,300010,95.0,100010,党建兵,,19.0,34142.0,外国语学院,2011
200900130866,300031,91.0,100000,党建兵,,19.0,34142.0,外国语学院,2011
200900130866,300039,84.0,100008,党建兵,,19.0,34142.0,外国语学院,2011
200900130866,300025,60.0,100025,党建兵,,19.0,34142.0,外国语学院,2011
200900130866,300002,56.0,100002,党建兵,,19.0,34142.0,外国语学院,2011
200900130867,300030,67.0,100030,康龙龙,女,23.0,32716.0,信息科学与工程学院,2008
200900130867,300004,91.0,100004,康龙龙,女,23.0,32716.0,信息科学与工程学院,2008
200900130867,300028,90.0,100028,康龙龙,女,23.0,32716.0,信息科学与工程学院,2008
200900130867,300040,83.0,100009,康龙龙,女,23.0,32716.0,信息科学与工程学院,2008
200900130867,300016,82.0,100016,康龙龙,女,23.0,32716.0,信息科学与工程学院,2008
200900130868,300019,82.0,100019,翟许才,女,22.0,32955.0,法学院,2006
200900130868,300001,50.0,100001,翟许才,女,22.0,32955.0,法学院,2006
200900130868,300033,54.0,100002,翟许才,女,22.0,32955.0,法学院,2006
200900130868,300035,70.0,100004,翟许才,女,22.0,32955.0,法学院,2006
200900130868,300030,98.0,100030,翟许才,女,22.0,32955.0,法学院,2006
200900130869,300003,63.0,100003,梁峰,,22.0,32968.0,化学与化工学院,2007
200900130869,300037,59.0,100006,梁峰,,22.0,32968.0,化学与化工学院,2007
200900130869,300013,59.0,100013,梁峰,,22.0,32968.0,化学与化工学院,2007
200900130869,300032,88.0,100001,梁峰,,22.0,32968.0,化学与化工学院,2007
200900130870,300010,65.0,100010,刘春山,男,24.0,32149.0,计算机科学与技术学院,2005
200900130870,300024,50.0,100024,刘春山,男,24.0,32149.0,计算机科学与技术学院,2005
200900130870,300009,77.0,100009,刘春山,男,24.0,32149.0,计算机科学与技术学院,2005
200900130870,300006,67.0,100006,刘春山,男,24.0,32149.0,计算机科学与技术学院,2005
200900130870,300038,83.0,100007,刘春山,男,24.0,32149.0,计算机科学与技术学院,2005
200900130871,300024,98.0,100024,刘惠文,男,20.0,33933.0,,2007
200900130871,300034,60.0,100003,刘惠文,男,20.0,33933.0,,2007
200900130871,300032,60.0,100001,刘惠文,男,20.0,33933.0,,2007
200900130871,300002,86.0,100002,刘惠文,男,20.0,33933.0,,2007
200900130871,300028,72.0,100028,刘惠文,男,20.0,33933.0,,2007
200900130872,300034,90.0,100003,高红萍,男,19.0,34152.0,化学与化工学院,2011
200900130872,300013,79.0,100013,高红萍,男,19.0,34152.0,化学与化工学院,2011
200900130872,300020,74.0,100020,高红萍,男,19.0,34152.0,化学与化工学院,2011
200900130872,300039,65.0,100008,高红萍,男,19.0,34152.0,化学与化工学院,2011
200900130872,300035,70.0,100004,高红萍,男,19.0,34152.0,化学与化工学院,2011
200900130873,300023,81.0,100023,高明文,男,21.0,33547.0,艺术学院,2004
200900130873,300024,85.0,100024,高明文,男,21.0,33547.0,艺术学院,2004
200900130873,300033,93.0,100002,高明文,男,21.0,33547.0,艺术学院,2004
200900130873,300009,86.0,100009,高明文,男,21.0,33547.0,艺术学院,2004
200900130874,300031,80.0,100000,李兴寿,男,24.0,32437.0,生命科学学院,2005
200900130874,300023,80.0,100023,李兴寿,男,24.0,32437.0,生命科学学院,2005
200900130874,300012,73.0,100012,李兴寿,男,24.0,32437.0,生命科学学院,2005
200900130874,300011,60.0,100011,李兴寿,男,24.0,32437.0,生命科学学院,2005
200900130874,300033,80.0,100002,李兴寿,男,24.0,32437.0,生命科学学院,2005
200900130875,300005,88.0,100005,高金梅,女,20.0,33896.0,外国语学院,2011
200900130875,300022,81.0,100022,高金梅,女,20.0,33896.0,外国语学院,2011
200900130875,300029,71.0,100029,高金梅,女,20.0,33896.0,外国语学院,2011
200900130875,300026,69.0,100026,高金梅,女,20.0,33896.0,外国语学院,2011
200900130876,300005,79.0,100005,段维明,女,24.0,32441.0,,2011
200900130876,300013,71.0,100013,段维明,女,24.0,32441.0,,2011
200900130876,300011,66.0,100011,段维明,女,24.0,32441.0,,2011
200900130876,300006,96.0,100006,段维明,女,24.0,32441.0,,2011
200900130877,300006,65.0,100006,候耀红,男,24.0,32295.0,管理学院,2010
200900130877,300008,62.0,100008,候耀红,男,24.0,32295.0,管理学院,2010
200900130877,300002,52.0,100002,候耀红,男,24.0,32295.0,管理学院,2010
200900130877,300015,57.0,100015,候耀红,男,24.0,32295.0,管理学院,2010
200900130878,300015,95.0,100015,郭峰基,男,19.0,34146.0,医学院,2005
200900130878,300040,60.0,100009,郭峰基,男,19.0,34146.0,医学院,2005
200900130878,300033,50.0,100002,郭峰基,男,19.0,34146.0,医学院,2005
200900130878,300031,56.0,100000,郭峰基,男,19.0,34146.0,医学院,2005
200900130878,300005,51.0,100005,郭峰基,男,19.0,34146.0,医学院,2005
200900130879,300005,84.0,100005,贾永明,男,24.0,32303.0,艺术学院,2010
200900130879,300029,93.0,100029,贾永明,男,24.0,32303.0,艺术学院,2010
200900130879,300016,86.0,100016,贾永明,男,24.0,32303.0,艺术学院,2010
200900130879,300008,74.0,100008,贾永明,男,24.0,32303.0,艺术学院,2010
200900130879,300035,78.0,100004,贾永明,男,24.0,32303.0,艺术学院,2010
200900130880,300015,56.0,100015,程志忠,女,18.0,34595.0,历史文化学院,2005
200900130880,300036,63.0,100005,程志忠,女,18.0,34595.0,历史文化学院,2005
200900130880,300035,82.0,100004,程志忠,女,18.0,34595.0,历史文化学院,2005
200900130880,300013,85.0,100013,程志忠,女,18.0,34595.0,历史文化学院,2005
200900130881,300001,86.0,100001,弓景生,男,22.0,32940.0,历史文化学院,2005
200900130881,300029,80.0,100029,弓景生,男,22.0,32940.0,历史文化学院,2005
200900130881,300027,55.0,100027,弓景生,男,22.0,32940.0,历史文化学院,2005
200900130881,300018,97.0,100018,弓景生,男,22.0,32940.0,历史文化学院,2005
200900130882,300004,88.0,100004,郝庆伟,女,20.0,33885.0,历史文化学院,2007
200900130882,300035,79.0,100004,郝庆伟,女,20.0,33885.0,历史文化学院,2007
200900130882,300009,72.0,100009,郝庆伟,女,20.0,33885.0,历史文化学院,2007
200900130882,300033,82.0,100002,郝庆伟,女,20.0,33885.0,历史文化学院,2007
200900130883,300040,85.0,100009,李彬,,24.0,32401.0,公共卫生学院,2007
200900130883,300011,70.0,100011,李彬,,24.0,32401.0,公共卫生学院,2007
200900130883,300006,68.0,100006,李彬,,24.0,32401.0,公共卫生学院,2007
200900130883,300016,50.0,100016,李彬,,24.0,32401.0,公共卫生学院,2007
200900130883,300024,79.0,100024,李彬,,24.0,32401.0,公共卫生学院,2007
200900130884,300020,68.0,100020,陈永兵,男,21.0,33569.0,历史文化学院,2007
200900130884,300009,98.0,100009,陈永兵,男,21.0,33569.0,历史文化学院,2007
200900130884,300016,57.0,100016,陈永兵,男,21.0,33569.0,历史文化学院,2007
200900130884,300019,87.0,100019,陈永兵,男,21.0,33569.0,历史文化学院,2007
200900130884,300030,59.0,100030,陈永兵,男,21.0,33569.0,历史文化学院,2007
200900130885,300034,63.0,100003,刘立魁,男,18.0,34498.0,国际教育学院,2011
200900130885,300035,95.0,100004,刘立魁,男,18.0,34498.0,国际教育学院,2011
200900130885,300031,75.0,100000,刘立魁,男,18.0,34498.0,国际教育学院,2011
200900130885,300018,60.0,100018,刘立魁,男,18.0,34498.0,国际教育学院,2011
200900130885,300019,78.0,100019,刘立魁,男,18.0,34498.0,国际教育学院,2011
200900130886,300027,67.0,100027,黄建强,男,24.0,32264.0,物理学院,2011
200900130886,300002,71.0,100002,黄建强,男,24.0,32264.0,物理学院,2011
200900130886,300019,69.0,100019,黄建强,男,24.0,32264.0,物理学院,2011
200900130886,300003,85.0,100003,黄建强,男,24.0,32264.0,物理学院,2011
200900130886,300013,50.0,100013,黄建强,男,24.0,32264.0,物理学院,2011
200900130887,300006,67.0,100006,李娟,女,18.0,34517.0,管理学院,2011
200900130887,300034,77.0,100003,李娟,女,18.0,34517.0,管理学院,2011
200900130887,300015,89.0,100015,李娟,女,18.0,34517.0,管理学院,2011
200900130887,300031,72.0,100000,李娟,女,18.0,34517.0,管理学院,2011
200900130887,300002,87.0,100002,李娟,女,18.0,34517.0,管理学院,2011
200900130888,300027,64.0,100027,江振宇,男,20.0,33931.0,国际教育学院,2011
200900130888,300003,65.0,100003,江振宇,男,20.0,33931.0,国际教育学院,2011
200900130888,300015,53.0,100015,江振宇,男,20.0,33931.0,国际教育学院,2011
200900130888,300002,75.0,100002,江振宇,男,20.0,33931.0,国际教育学院,2011
200900130888,300028,50.0,100028,江振宇,男,20.0,33931.0,国际教育学院,2011
200900130889,300014,95.0,100014,李建荣,女,22.0,32945.0,公共卫生学院,2007
200900130889,300035,93.0,100004,李建荣,女,22.0,32945.0,公共卫生学院,2007
200900130889,300030,79.0,100030,李建荣,女,22.0,32945.0,公共卫生学院,2007
200900130889,300003,93.0,100003,李建荣,女,22.0,32945.0,公共卫生学院,2007
200900130889,300001,76.0,100001,李建荣,女,22.0,32945.0,公共卫生学院,2007
200900130890,300025,73.0,100025,才华,女,18.0,34656.0,管理学院,2007
200900130890,300031,68.0,100000,才华,女,18.0,34656.0,管理学院,2007
200900130890,300011,67.0,100011,才华,女,18.0,34656.0,管理学院,2007
200900130890,300005,56.0,100005,才华,女,18.0,34656.0,管理学院,2007
200900130890,300024,76.0,100024,才华,女,18.0,34656.0,管理学院,2007
200900130891,300014,79.0,100014,和红剑,女,21.0,33531.0,环境科学与工程学院,2005
200900130891,300037,66.0,100006,和红剑,女,21.0,33531.0,环境科学与工程学院,2005
200900130891,300011,75.0,100011,和红剑,女,21.0,33531.0,环境科学与工程学院,2005
200900130891,300001,73.0,100001,和红剑,女,21.0,33531.0,环境科学与工程学院,2005
200900130892,300013,62.0,100013,樊俊伟,女,19.0,34331.0,,2011
200900130892,300007,57.0,100007,樊俊伟,女,19.0,34331.0,,2011
200900130892,300034,62.0,100003,樊俊伟,女,19.0,34331.0,,2011
200900130892,300020,100.0,100020,樊俊伟,女,19.0,34331.0,,2011
200900130892,300025,83.0,100025,樊俊伟,女,19.0,34331.0,,2011
200900130893,300022,70.0,100022,何文山,男,20.0,33737.0,外国语学院,2005
200900130893,300006,62.0,100006,何文山,男,20.0,33737.0,外国语学院,2005
200900130893,300034,70.0,100003,何文山,男,20.0,33737.0,外国语学院,2005
200900130893,300037,97.0,100006,何文山,男,20.0,33737.0,外国语学院,2005
200900130893,300020,60.0,100020,何文山,男,20.0,33737.0,外国语学院,2005
200900130894,300036,91.0,100005,贾福军,女,22.0,33055.0,数学学院,2005
200900130894,300032,52.0,100001,贾福军,女,22.0,33055.0,数学学院,2005
200900130894,300039,99.0,100008,贾福军,女,22.0,33055.0,数学学院,2005
200900130894,300006,73.0,100006,贾福军,女,22.0,33055.0,数学学院,2005
200900130894,300008,70.0,100008,贾福军,女,22.0,33055.0,数学学院,2005
200900130895,300031,74.0,100000,常建忠,,22.0,33067.0,历史文化学院,2008
200900130895,300025,73.0,100025,常建忠,,22.0,33067.0,历史文化学院,2008
200900130895,300024,79.0,100024,常建忠,,22.0,33067.0,历史文化学院,2008
200900130895,300029,83.0,100029,常建忠,,22.0,33067.0,历史文化学院,2008
200900130895,300004,87.0,100004,常建忠,,22.0,33067.0,历史文化学院,2008
200900130896,300023,50.0,100023,姜秀珍,,24.0,32295.0,,2008
200900130896,300038,76.0,100007,姜秀珍,,24.0,32295.0,,2008
200900130896,300002,77.0,100002,姜秀珍,,24.0,32295.0,,2008
200900130896,300011,61.0,100011,姜秀珍,,24.0,32295.0,,2008
200900130896,300004,55.0,100004,姜秀珍,,24.0,32295.0,,2008
200900130897,300038,75.0,100007,奥伟伟,男,22.0,33144.0,化学与化工学院,2004
200900130897,300024,53.0,100024,奥伟伟,男,22.0,33144.0,化学与化工学院,2004
200900130897,300040,60.0,100009,奥伟伟,男,22.0,33144.0,化学与化工学院,2004
200900130897,300031,72.0,100000,奥伟伟,男,22.0,33144.0,化学与化工学院,2004
200900130897,300032,92.0,100001,奥伟伟,男,22.0,33144.0,化学与化工学院,2004
200900130898,300016,51.0,100016,李沛英,男,21.0,33592.0,艺术学院,2007
200900130898,300017,97.0,100017,李沛英,男,21.0,33592.0,艺术学院,2007
200900130898,300001,91.0,100001,李沛英,男,21.0,33592.0,艺术学院,2007
200900130898,300006,94.0,100006,李沛英,男,21.0,33592.0,艺术学院,2007
200900130899,300031,91.0,100000,郭冬冬,男,24.0,32418.0,马克思主义学院,2010
200900130899,300029,98.0,100029,郭冬冬,男,24.0,32418.0,马克思主义学院,2010
200900130899,300028,97.0,100028,郭冬冬,男,24.0,32418.0,马克思主义学院,2010
200900130899,300039,64.0,100008,郭冬冬,男,24.0,32418.0,马克思主义学院,2010
200900130899,300024,87.0,100024,郭冬冬,男,24.0,32418.0,马克思主义学院,2010
200900130900,300035,55.0,100004,胡玺,男,24.0,32470.0,化学与化工学院,2011
200900130900,300026,58.0,100026,胡玺,男,24.0,32470.0,化学与化工学院,2011
200900130900,300008,95.0,100008,胡玺,男,24.0,32470.0,化学与化工学院,2011
200900130900,300031,80.0,100000,胡玺,男,24.0,32470.0,化学与化工学院,2011
200900130900,300003,51.0,100003,胡玺,男,24.0,32470.0,化学与化工学院,2011
200900130901,300016,59.0,100016,靳国庆,女,18.0,34602.0,数学学院,2009
200900130901,300022,75.0,100022,靳国庆,女,18.0,34602.0,数学学院,2009
200900130901,300036,58.0,100005,靳国庆,女,18.0,34602.0,数学学院,2009
200900130902,300032,52.0,100001,刘福才,女,21.0,33305.0,计算机科学与技术学院,2008
200900130902,300008,82.0,100008,刘福才,女,21.0,33305.0,计算机科学与技术学院,2008
200900130902,300003,83.0,100003,刘福才,女,21.0,33305.0,计算机科学与技术学院,2008
200900130902,300040,96.0,100009,刘福才,女,21.0,33305.0,计算机科学与技术学院,2008
200900130903,300040,88.0,100009,白金梁,男,21.0,33280.0,历史文化学院,2004
200900130903,300023,71.0,100023,白金梁,男,21.0,33280.0,历史文化学院,2004
200900130903,300006,93.0,100006,白金梁,男,21.0,33280.0,历史文化学院,2004
200900130903,300014,74.0,100014,白金梁,男,21.0,33280.0,历史文化学院,2004
200900130904,300021,63.0,100021,樊红艳,女,21.0,33367.0,软件学院,2004
200900130904,300020,95.0,100020,樊红艳,女,21.0,33367.0,软件学院,2004
200900130904,300027,65.0,100027,樊红艳,女,21.0,33367.0,软件学院,2004
200900130904,300029,50.0,100029,樊红艳,女,21.0,33367.0,软件学院,2004
200900130904,300001,91.0,100001,樊红艳,女,21.0,33367.0,软件学院,2004
200900130905,300032,67.0,100001,常春刚,,18.0,34431.0,计算机科学与技术学院,2004
200900130905,300024,99.0,100024,常春刚,,18.0,34431.0,计算机科学与技术学院,2004
200900130905,300027,60.0,100027,常春刚,,18.0,34431.0,计算机科学与技术学院,2004
200900130905,300017,99.0,100017,常春刚,,18.0,34431.0,计算机科学与技术学院,2004
200900130905,300002,73.0,100002,常春刚,,18.0,34431.0,计算机科学与技术学院,2004
200900130906,300039,69.0,100008,韩晓峰,男,19.0,33974.0,数学学院,2010
200900130906,300040,91.0,100009,韩晓峰,男,19.0,33974.0,数学学院,2010
200900130906,300017,88.0,100017,韩晓峰,男,19.0,33974.0,数学学院,2010
200900130906,300008,70.0,100008,韩晓峰,男,19.0,33974.0,数学学院,2010
200900130906,300021,86.0,100021,韩晓峰,男,19.0,33974.0,数学学院,2010
200900130907,300009,87.0,100009,曹清,女,19.0,34135.0,软件学院,2010
200900130907,300028,53.0,100028,曹清,女,19.0,34135.0,软件学院,2010
200900130907,300023,76.0,100023,曹清,女,19.0,34135.0,软件学院,2010
200900130907,300030,59.0,100030,曹清,女,19.0,34135.0,软件学院,2010
200900130907,300005,88.0,100005,曹清,女,19.0,34135.0,软件学院,2010
200900130908,300034,67.0,100003,贾卫国,女,19.0,33970.0,医学院,2004
200900130908,300033,93.0,100002,贾卫国,女,19.0,33970.0,医学院,2004
200900130908,300039,72.0,100008,贾卫国,女,19.0,33970.0,医学院,2004
200900130908,300017,98.0,100017,贾卫国,女,19.0,33970.0,医学院,2004
200900130908,300035,91.0,100004,贾卫国,女,19.0,33970.0,医学院,2004
200900130909,300020,82.0,100020,李建堂,女,19.0,34260.0,化学与化工学院,2007
200900130909,300037,72.0,100006,李建堂,女,19.0,34260.0,化学与化工学院,2007
200900130909,300017,94.0,100017,李建堂,女,19.0,34260.0,化学与化工学院,2007
200900130909,300019,65.0,100019,李建堂,女,19.0,34260.0,化学与化工学院,2007
200900130910,300032,78.0,100001,李变篆,女,23.0,32801.0,艺术学院,2004
200900130910,300001,50.0,100001,李变篆,女,23.0,32801.0,艺术学院,2004
200900130910,300011,92.0,100011,李变篆,女,23.0,32801.0,艺术学院,2004
200900130910,300007,66.0,100007,李变篆,女,23.0,32801.0,艺术学院,2004
200900130910,300012,50.0,100012,李变篆,女,23.0,32801.0,艺术学院,2004
200900130911,300040,66.0,100009,梁根明,男,19.0,34066.0,环境科学与工程学院,2007
200900130911,300030,96.0,100030,梁根明,男,19.0,34066.0,环境科学与工程学院,2007
200900130911,300025,99.0,100025,梁根明,男,19.0,34066.0,环境科学与工程学院,2007
200900130911,300038,50.0,100007,梁根明,男,19.0,34066.0,环境科学与工程学院,2007
200900130911,300019,96.0,100019,梁根明,男,19.0,34066.0,环境科学与工程学院,2007
200900130913,300034,84.0,100003,高爱山,男,20.0,33688.0,国际教育学院,2009
200900130913,300040,84.0,100009,高爱山,男,20.0,33688.0,国际教育学院,2009
200900130913,300021,72.0,100021,高爱山,男,20.0,33688.0,国际教育学院,2009
200900130913,300022,71.0,100022,高爱山,男,20.0,33688.0,国际教育学院,2009
200900130913,300001,91.0,100001,高爱山,男,20.0,33688.0,国际教育学院,2009
200900130914,300003,82.0,100003,安雅军,,22.0,32956.0,法学院,2008
200900130914,300033,73.0,100002,安雅军,,22.0,32956.0,法学院,2008
200900130914,300017,97.0,100017,安雅军,,22.0,32956.0,法学院,2008
200900130914,300018,83.0,100018,安雅军,,22.0,32956.0,法学院,2008
200900130914,300034,67.0,100003,安雅军,,22.0,32956.0,法学院,2008
200900130915,300014,51.0,100014,李旭刚,女,24.0,32265.0,,2007
200900130915,300004,65.0,100004,李旭刚,女,24.0,32265.0,,2007
200900130915,300026,69.0,100026,李旭刚,女,24.0,32265.0,,2007
200900130915,300037,59.0,100006,李旭刚,女,24.0,32265.0,,2007
200900130915,300007,94.0,100007,李旭刚,女,24.0,32265.0,,2007
200900130916,300006,73.0,100006,董亚飞,女,21.0,33362.0,医学院,2011
200900130916,300039,58.0,100008,董亚飞,女,21.0,33362.0,医学院,2011
200900130916,300022,55.0,100022,董亚飞,女,21.0,33362.0,医学院,2011
200900130916,300036,70.0,100005,董亚飞,女,21.0,33362.0,医学院,2011
200900130916,300014,84.0,100014,董亚飞,女,21.0,33362.0,医学院,2011
200900130917,300024,98.0,100024,郭向军,女,22.0,33231.0,法学院,2007
200900130917,300021,87.0,100021,郭向军,女,22.0,33231.0,法学院,2007
200900130917,300009,98.0,100009,郭向军,女,22.0,33231.0,法学院,2007
200900130917,300007,53.0,100007,郭向军,女,22.0,33231.0,法学院,2007
200900130917,300019,74.0,100019,郭向军,女,22.0,33231.0,法学院,2007
