SID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900132312,李丽红,男,21.0,33241.0,生命科学学院,2006
200900132314,崔荣芳,,21.0,33376.0,法学院,2010
200900132315,胡红霞,女,19.0,34123.0,管理学院,2008
200900132316,李玉春,女,20.0,33728.0,环境科学与工程学院,2005
200900132317,冯庆,女,21.0,33375.0,法学院,2010
200900132318,韩晓燕,女,24.0,32441.0,,2010
200900132319,高向连,女,24.0,32338.0,软件学院,2011
200900132320,陈云琴,,20.0,33920.0,马克思主义学院,2006
200900132322,姬买生,男,23.0,32677.0,信息科学与工程学院,2008
200900132323,刘龙其,女,22.0,33161.0,马克思主义学院,2008
200900132324,贾舂雨,男,24.0,32272.0,,2010
200900132325,蒋建军,女,23.0,32565.0,管理学院,2011
200900132327,韩琳,男,20.0,33763.0,环境科学与工程学院,2008
200900132328,李贵才,女,24.0,32344.0,计算机科学与技术学院,2005
200900132330,刘凤霞,女,22.0,32946.0,历史文化学院,2007
200900132331,李强,,20.0,33955.0,公共卫生学院,2009
200900132332,郭能成,男,18.0,34522.0,经济学院,2011
200900132333,白增喜,男,22.0,33091.0,艺术学院,2004
200900132334,杜军英,,22.0,32969.0,管理学院,2004
200900132335,高丽美,男,18.0,34644.0,,2011
200900132337,董国宏,女,24.0,32496.0,管理学院,2008
200900132338,靳飞飞,男,21.0,33280.0,物理学院,2008
200900132339,黄礼春,,24.0,32409.0,公共卫生学院,2008
200900132340,姜福利,男,19.0,34038.0,环境科学与工程学院,2010
200900132342,李强云,女,18.0,34458.0,法学院,2010
200900132344,候永辉,女,18.0,34543.0,国际教育学院,2004
200900132346,刘彩虹,,21.0,33259.0,软件学院,2011
200900132347,郭红芳,女,23.0,32514.0,物理学院,2007
200900132348,程亿亮,女,24.0,32486.0,艺术学院,2005
200900132349,李普,女,20.0,33670.0,,2011
200900132350,郭会军,男,18.0,34611.0,信息科学与工程学院,2009
200900132351,梁建宏,男,23.0,32849.0,艺术学院,2006
200900132352,霍荣华,女,18.0,34477.0,公共卫生学院,2004
200900132354,李彦勇,女,18.0,34374.0,化学与化工学院,2011
200900132355,李秀全,男,20.0,33820.0,历史文化学院,2005
200900132356,刘采平,男,23.0,32644.0,经济学院,2011
200900132357,邓旅敏,女,18.0,34552.0,医学院,2008
200900132358,荆陆军,男,18.0,34678.0,,2007
200900132360,高琰,,23.0,32637.0,,2009
200900132361,李成明,男,20.0,33868.0,化学与化工学院,2008
200900132362,安贵库,男,20.0,33837.0,化学与化工学院,2006
200900132363,白艾华,男,21.0,33485.0,哲学与社会发展学院,2007
200900132365,樊利平,男,22.0,33181.0,管理学院,2006
200900132366,李敏,女,19.0,34135.0,马克思主义学院,2007
200900132367,杜海星,女,21.0,33278.0,物理学院,2004
200900132368,郭二小,男,20.0,33925.0,公共卫生学院,2004
200900132370,李静,女,19.0,34329.0,生命科学学院,2007
200900132371,李宗文,女,22.0,33017.0,软件学院,2006
200900132372,刘爱荣,男,19.0,34319.0,哲学与社会发展学院,2005
200900132373,李应界,女,20.0,33853.0,马克思主义学院,2005
200900132374,曹国新,男,24.0,32247.0,外国语学院,2010
200900132375,胡刚,男,19.0,34198.0,外国语学院,2005
200900132376,韩俊宏,男,24.0,32404.0,医学院,2006
200900132377,白俊平,男,20.0,33889.0,经济学院,2007
200900132378,高峰,男,23.0,32621.0,历史文化学院,2004
200900132379,冯建平,女,21.0,33452.0,国际教育学院,2006
200900132380,高健,女,18.0,34378.0,管理学院,2007
200900132381,刘春兵,男,24.0,32455.0,马克思主义学院,2007
200900132382,刘怀莹,男,19.0,34253.0,历史文化学院,2005
200900132383,李瑞明,女,18.0,34552.0,,2009
200900132384,池瑞娥,,24.0,32282.0,生命科学学院,2011
200900132385,安志青,,21.0,33377.0,马克思主义学院,2011
200900132386,郭伟,,19.0,34331.0,生命科学学院,2004
200900132387,刘建昌,男,19.0,34109.0,化学与化工学院,2010
200900132388,董建国,男,24.0,32408.0,国际教育学院,2009
200900132389,陈一兵,女,23.0,32661.0,计算机科学与技术学院,2006
200900132390,韩金梅,男,23.0,32703.0,生命科学学院,2009
200900132391,郭建生,女,19.0,34248.0,医学院,2006
200900132392,陈翠英,女,22.0,32998.0,经济学院,2007
200900132393,贾仙芝,女,21.0,33539.0,物理学院,2010
200900132394,焦新兴,女,18.0,34682.0,马克思主义学院,2005
200900132395,戴大国,女,22.0,33120.0,医学院,2009
200900132396,郭景丽,女,18.0,34542.0,管理学院,2009
200900132397,郭春娥,男,21.0,33324.0,环境科学与工程学院,2008
200900132398,段建生,女,20.0,33823.0,医学院,2010
200900132399,关斌,女,22.0,33041.0,历史文化学院,2011
200900132400,黄卫兵,男,19.0,34050.0,生命科学学院,2006
200900132401,陈月亮,男,20.0,33619.0,法学院,2010
200900132402,李刚,女,24.0,32253.0,化学与化工学院,2007
200900132403,胡卫星,男,18.0,34582.0,外国语学院,2005
200900132404,李黎明,,22.0,32958.0,法学院,2009
200900132405,李晓斌,男,21.0,33435.0,公共卫生学院,2008
200900132406,李文亮,男,20.0,33928.0,艺术学院,2005
200900132407,李春山,男,21.0,33299.0,,2011
200900132408,李辰博,男,19.0,33989.0,国际教育学院,2008
200900132409,李伟,,21.0,33469.0,法学院,2008
200900132410,刘腊平,女,18.0,34348.0,历史文化学院,2005
200900132411,刘林义,女,24.0,32483.0,计算机科学与技术学院,2008
200900132412,李艳兵,女,18.0,34462.0,国际教育学院,2007
200900132413,廉丽萍,男,18.0,34666.0,信息科学与工程学院,2008
200900132414,李根昌,女,22.0,33138.0,数学学院,2006
200900132415,李芬萍,男,19.0,34171.0,,2006
200900132416,李亮生,女,24.0,32205.0,管理学院,2009
200900132417,贾探照,,24.0,32371.0,公共卫生学院,2006
200900132418,曹卫国,女,23.0,32847.0,医学院,2010
200900132419,李小鹏,女,19.0,34144.0,信息科学与工程学院,2008
200900132420,郭有亮,男,24.0,32219.0,,2008
200900132421,李俊杰,,19.0,34230.0,马克思主义学院,2011
200900132422,刘和,女,24.0,32340.0,管理学院,2009
200900132423,李新平,男,21.0,33413.0,计算机科学与技术学院,2008
200900132424,贾四清,女,24.0,32152.0,物理学院,2006
200900132425,李靖宇,男,24.0,32281.0,经济学院,2009
200900132426,江平,男,21.0,33293.0,环境科学与工程学院,2010
200900132427,李伟,男,20.0,33912.0,艺术学院,2008
200900132428,杜胜先,女,21.0,33548.0,物理学院,2006
200900132429,安丽娜,男,20.0,33728.0,管理学院,2008
200900132430,冯雁,男,22.0,32884.0,公共卫生学院,2008
200900132431,蔡巧富,男,18.0,34350.0,公共卫生学院,2009
200900132432,郭来运,女,21.0,33274.0,国际教育学院,2010
200900132433,杜晓峰,,24.0,32279.0,计算机科学与技术学院,2004
200900132434,甘香丽,女,21.0,33475.0,经济学院,2004
200900132435,高保玉,女,20.0,33697.0,物理学院,2005
200900132436,韩小平,女,21.0,33265.0,信息科学与工程学院,2007
200900132437,郎富林,女,23.0,32740.0,物理学院,2007
200900132438,李界,男,24.0,32152.0,,2009
200900132439,樊并红,男,18.0,34511.0,国际教育学院,2010
200900132440,董振辉,男,19.0,34024.0,化学与化工学院,2004
200900132441,李明,男,21.0,33373.0,国际教育学院,2008
200900132442,李勇,女,19.0,34223.0,信息科学与工程学院,2011
200900132590,郝志强,女,21.0,33461.0,数学学院,2008
200900132444,李泽鹏,女,20.0,33800.0,历史文化学院,2007
200900132445,李付荣,,19.0,34072.0,历史文化学院,2007
200900132446,高旭军,女,23.0,32732.0,环境科学与工程学院,2005
200900132447,刘怀明,男,23.0,32643.0,法学院,2010
200900132448,崔青荣,男,23.0,32787.0,艺术学院,2004
200900132449,李爱平,男,24.0,32502.0,历史文化学院,2004
200900132450,郭永根,男,18.0,34361.0,法学院,2009
200900132451,李耀迪,,18.0,34480.0,数学学院,2005
200900132452,李双钱,女,18.0,34350.0,马克思主义学院,2004
200900132453,韩英俊,男,24.0,32358.0,哲学与社会发展学院,2009
200900132454,李令文,,23.0,32649.0,软件学院,2006
200900132455,李志红,女,20.0,33890.0,计算机科学与技术学院,2009
200900132456,陈焕庭,男,20.0,33660.0,医学院,2010
200900132458,程建国,女,24.0,32239.0,管理学院,2010
200900132459,范俊富,,21.0,33517.0,数学学院,2010
200900132460,韩丽媛,女,21.0,33430.0,马克思主义学院,2006
200900132461,李俊杰,男,23.0,32754.0,外国语学院,2009
200900132462,李友义,女,21.0,33272.0,经济学院,2004
200900132464,梁宝富,女,20.0,33710.0,外国语学院,2009
200900132465,刘军,女,18.0,34687.0,国际教育学院,2011
200900132466,杜靖,男,21.0,33316.0,国际教育学院,2005
200900132467,胡建芳,女,19.0,34102.0,软件学院,2005
200900132469,安云庆,男,19.0,34124.0,法学院,2010
200900132470,冯艳菊,女,18.0,34518.0,生命科学学院,2004
200900132471,高玉平,女,21.0,33404.0,哲学与社会发展学院,2010
200900132472,梁伟,女,20.0,33902.0,外国语学院,2010
200900132474,郭慧峰,男,18.0,34471.0,哲学与社会发展学院,2006
200900132475,高东飞,女,23.0,32787.0,历史文化学院,2005
200900132476,李贵山,,24.0,32502.0,软件学院,2005
200900132477,陈平,女,18.0,34555.0,法学院,2009
200900132479,姜兆礼,女,18.0,34462.0,生命科学学院,2011
200900132480,焦赞,女,19.0,34298.0,化学与化工学院,2006
200900132481,李根兴,女,23.0,32821.0,外国语学院,2004
200900132482,李旭,,22.0,33126.0,生命科学学院,2011
200900132484,贾杰,男,21.0,33346.0,国际教育学院,2006
200900132485,李涛,女,18.0,34499.0,数学学院,2004
200900132486,李永福,男,23.0,32590.0,法学院,2007
200900132487,李瑞凯,男,18.0,34356.0,化学与化工学院,2007
200900132489,陈柳,女,21.0,33543.0,艺术学院,2006
200900132490,郭二庆,男,22.0,33172.0,历史文化学院,2008
200900132491,郭六存,女,18.0,34590.0,艺术学院,2008
200900132492,李新英,男,20.0,33866.0,物理学院,2006
200900132493,刘亮则,男,20.0,33763.0,外国语学院,2010
200900132495,郭彦雷,,19.0,34162.0,化学与化工学院,2011
200900132496,黄东升,男,23.0,32678.0,艺术学院,2004
200900132497,陈卫东,,20.0,33751.0,国际教育学院,2007
200900132499,李贵斌,男,20.0,33946.0,公共卫生学院,2007
200900132500,康海军,男,18.0,34344.0,经济学院,2011
200900132501,侯建华,男,24.0,32200.0,公共卫生学院,2005
200900132502,梁永魁,男,24.0,32155.0,国际教育学院,2005
200900132504,程国柱,男,22.0,33063.0,环境科学与工程学院,2004
200900132505,段建忠,男,23.0,32734.0,国际教育学院,2005
200900132506,段志军,女,19.0,34209.0,马克思主义学院,2009
200900132508,贺婷婷,男,19.0,34183.0,国际教育学院,2006
200900132509,郭兴贵,女,19.0,33991.0,数学学院,2006
200900132510,贺子廷,男,18.0,34388.0,物理学院,2010
200900132511,黄建富,女,20.0,33743.0,公共卫生学院,2006
200900132512,李治平,,18.0,34409.0,艺术学院,2007
200900132514,李计平,男,24.0,32449.0,,2006
200900132515,贾宝龙,,18.0,34465.0,外国语学院,2008
200900132516,曹太安,男,19.0,34071.0,经济学院,2005
200900132517,康云平,女,20.0,33727.0,马克思主义学院,2008
200900132518,曹小明,女,23.0,32741.0,国际教育学院,2006
200900132520,贾郎生,女,23.0,32784.0,外国语学院,2005
200900132521,何亮亮,女,21.0,33338.0,经济学院,2006
200900132522,李新光,男,21.0,33505.0,,2006
200900132523,陈勇,女,20.0,33946.0,管理学院,2004
200900132524,杜银在,,22.0,33156.0,法学院,2008
200900132525,刘菲,女,18.0,34518.0,法学院,2006
200900132526,李茹萍,男,23.0,32513.0,软件学院,2009
200900132527,李水珍,男,19.0,34188.0,,2011
200900132529,曹丽,男,18.0,34583.0,经济学院,2011
200900132530,陈建峰,女,23.0,32589.0,,2005
200900132531,梁文杰,男,18.0,34597.0,法学院,2008
200900132532,程小琼,女,24.0,32453.0,公共卫生学院,2007
200900132533,崔殿友,女,19.0,34170.0,外国语学院,2005
200900132534,刘飞,男,19.0,33984.0,公共卫生学院,2011
200900132535,陈德林,男,23.0,32645.0,马克思主义学院,2009
200900132536,李红艳,男,23.0,32523.0,信息科学与工程学院,2010
200900132537,姬育斌,男,20.0,33893.0,物理学院,2009
200900132538,杜厂文,女,22.0,32895.0,物理学院,2010
200900132539,樊爱新,男,21.0,33504.0,化学与化工学院,2009
200900132540,黄娟娟,,22.0,33104.0,法学院,2005
200900132541,李银海,女,19.0,34295.0,国际教育学院,2007
200900132542,郭俊林,女,22.0,32894.0,软件学院,2007
200900132543,李喜田,女,20.0,33840.0,哲学与社会发展学院,2009
200900132544,董振宇,女,18.0,34407.0,管理学院,2011
200900132545,焦建军,男,24.0,32350.0,计算机科学与技术学院,2004
200900132546,李俊仙,男,21.0,33349.0,,2009
200900132547,崔广龙,女,23.0,32509.0,经济学院,2010
200900132548,梁保林,男,19.0,34029.0,经济学院,2008
200900132549,贾红梅,女,23.0,32861.0,历史文化学院,2010
200900132550,李国廷,女,24.0,32313.0,管理学院,2004
200900132551,胡志成,,19.0,34307.0,计算机科学与技术学院,2007
200900132552,刘丽艳,女,21.0,33503.0,经济学院,2009
200900132553,李锁龙,女,18.0,34513.0,化学与化工学院,2009
200900132554,李燕飞,男,21.0,33437.0,艺术学院,2009
200900132555,康晋明,男,18.0,34612.0,软件学院,2006
200900132556,韩琴,男,21.0,33301.0,马克思主义学院,2005
200900132557,常乃铭,男,23.0,32744.0,经济学院,2007
200900132558,韩有福,,19.0,34232.0,生命科学学院,2010
200900132559,刘登文,女,21.0,33534.0,国际教育学院,2010
200900132560,仇红卫,女,20.0,33953.0,历史文化学院,2009
200900132561,段涛涛,男,22.0,33143.0,公共卫生学院,2004
200900132562,李秋艳,男,23.0,32730.0,数学学院,2011
200900132563,曹冲天,男,21.0,33265.0,哲学与社会发展学院,2010
200900132564,房晓亮,,19.0,34237.0,法学院,2009
200900132565,李强,女,24.0,32240.0,数学学院,2007
200900132566,韩作新,男,19.0,34168.0,经济学院,2006
200900132567,董保臣,女,18.0,34346.0,管理学院,2006
200900132568,李青山,女,23.0,32800.0,化学与化工学院,2006
200900132569,李娜,男,19.0,34165.0,法学院,2007
200900132570,刘保平,男,19.0,34038.0,法学院,2005
200900132571,郭国斌,男,20.0,33718.0,哲学与社会发展学院,2010
200900132572,郭建设,男,24.0,32441.0,哲学与社会发展学院,2008
200900132573,郝守保,女,18.0,34389.0,历史文化学院,2007
200900132574,白福泉,女,23.0,32766.0,生命科学学院,2010
200900132575,韩旭东,,21.0,33398.0,化学与化工学院,2009
200900132576,李拉柱,女,21.0,33559.0,医学院,2010
200900132577,高金柱,女,21.0,33532.0,经济学院,2009
200900132578,高美龙,女,21.0,33430.0,,2010
200900132579,程艳,女,22.0,33027.0,化学与化工学院,2006
200900132580,李刚,女,19.0,34234.0,环境科学与工程学院,2006
200900132581,李素珍,女,21.0,33561.0,计算机科学与技术学院,2007
200900132582,靖占军,女,21.0,33391.0,,2010
200900132583,傅悦,女,23.0,32722.0,物理学院,2011
200900132584,白虎生,男,20.0,33835.0,软件学院,2005
200900132585,付晓丽,女,18.0,34633.0,经济学院,2004
200900132586,弓志亮,,19.0,34006.0,化学与化工学院,2006
200900132587,冯慧云,男,22.0,33108.0,法学院,2004
200900132588,梁静,女,20.0,33840.0,哲学与社会发展学院,2004
200900132589,郝玉廷,,23.0,32665.0,医学院,2008
200900132969,郭巧霞,,24.0,32243.0,软件学院,2006
200900132970,安忠文,男,19.0,34214.0,软件学院,2006
200900132971,冯亮明,女,23.0,32570.0,公共卫生学院,2008
200900132973,郭海昌,男,24.0,32395.0,数学学院,2006
200900132974,池根文,女,24.0,32376.0,软件学院,2010
200900132975,李金明,男,18.0,34635.0,马克思主义学院,2011
200900132976,郭方君,,18.0,34338.0,历史文化学院,2008
200900132978,韩爱国,女,19.0,34020.0,外国语学院,2004
200900132979,李玉红,女,21.0,33499.0,外国语学院,2007
200900132980,刘建立,女,19.0,34232.0,信息科学与工程学院,2004
200900132981,樊时记,男,23.0,32782.0,物理学院,2010
200900132983,范春花,女,21.0,33368.0,软件学院,2005
200900132984,常宁,男,21.0,33489.0,外国语学院,2004
200900132985,梁东旭,男,22.0,33049.0,经济学院,2007
200900132986,郭可可,男,23.0,32852.0,,2011
200900132987,安培慧,女,21.0,33576.0,生命科学学院,2006
200900132988,白建生,女,22.0,33158.0,数学学院,2007
200900132990,解根维,男,24.0,32253.0,医学院,2005
200900132991,段春生,男,20.0,33918.0,化学与化工学院,2010
200900132992,白战军,女,23.0,32802.0,生命科学学院,2009
200900132993,刘建平,男,23.0,32516.0,国际教育学院,2007
200900132995,付志军,,20.0,33646.0,外国语学院,2011
200900132996,白雪华,男,19.0,34201.0,软件学院,2006
200900132997,李永德,男,20.0,33850.0,数学学院,2008
200900132998,高保明,男,22.0,32919.0,历史文化学院,2006
200900132999,高根云,男,18.0,34411.0,经济学院,2004
200900133000,李计平,男,22.0,33013.0,数学学院,2004
200900133002,李勇录,女,22.0,33211.0,数学学院,2007
200900133003,段润生,女,19.0,34101.0,软件学院,2011
200900133004,贾保根,女,23.0,32867.0,环境科学与工程学院,2004
200900133005,宫树立,,22.0,33072.0,外国语学院,2007
200900133006,孔祥勇,女,20.0,33920.0,法学院,2007
200900133007,刘利国,女,19.0,34076.0,公共卫生学院,2011
200900133008,李夏兵,男,20.0,33865.0,国际教育学院,2006
200900133009,韩锋,男,24.0,32309.0,生命科学学院,2007
200900133010,崔文平,男,18.0,34612.0,国际教育学院,2008
200900133011,高明,男,23.0,32622.0,医学院,2005
200900133012,郝宝元,女,21.0,33382.0,数学学院,2005
200900133013,胡洋,女,23.0,32574.0,艺术学院,2008
200900133014,焦新德,男,19.0,34301.0,公共卫生学院,2008
200900133015,李俊飞,男,24.0,32203.0,外国语学院,2010
200900133016,高国山,女,22.0,33002.0,法学院,2008
200900133017,康引年,男,24.0,32253.0,数学学院,2004
200900133019,程小冰,男,24.0,32188.0,哲学与社会发展学院,2010
200900133020,郭望东,女,18.0,34335.0,计算机科学与技术学院,2009
200900133021,李犇,女,24.0,32153.0,生命科学学院,2011
200900133022,安广红,,20.0,33645.0,医学院,2009
200900133023,康见宝,女,20.0,33777.0,管理学院,2005
200900133024,梁宗牛,女,20.0,33954.0,物理学院,2011
200900133025,杜志后,男,21.0,33462.0,数学学院,2004
200900133026,李侯安,女,19.0,34176.0,法学院,2008
200900133027,霍耀铭,男,19.0,34014.0,法学院,2005
200900133028,李庆飞,女,22.0,33107.0,历史文化学院,2009
200900133029,康卫星,男,21.0,33488.0,艺术学院,2004
200900133030,李爱爱,女,20.0,33770.0,信息科学与工程学院,2006
200900133031,李旭峰,男,21.0,33368.0,法学院,2006
200900133032,白明堂,男,18.0,34489.0,公共卫生学院,2009
200900133033,陈斌强,男,22.0,33204.0,外国语学院,2007
200900133034,李晋太,女,18.0,34554.0,马克思主义学院,2007
200900133035,韩永和,男,22.0,33099.0,环境科学与工程学院,2011
200900133036,李佳,男,20.0,33940.0,医学院,2009
200900133037,段志平,女,22.0,33163.0,法学院,2006
200900133038,刘俊奇,女,22.0,32935.0,公共卫生学院,2004
200900133039,宫平平,女,19.0,34122.0,外国语学院,2006
200900133040,耿金俊,男,22.0,32878.0,化学与化工学院,2010
200900133041,陈红,男,22.0,32887.0,医学院,2006
200900133042,董巨芳,男,18.0,34443.0,生命科学学院,2011
200900133043,高永红,女,24.0,32176.0,医学院,2007
200900133044,郭凤军,男,22.0,33198.0,法学院,2004
200900133045,李太原,男,22.0,32946.0,化学与化工学院,2004
200900133046,曹宏伟,男,19.0,34263.0,公共卫生学院,2011
200900133047,郭春德,女,22.0,33063.0,公共卫生学院,2010
200900133048,来显长,男,24.0,32216.0,法学院,2007
200900133049,董文艺,女,20.0,33885.0,环境科学与工程学院,2011
200900133050,林江,男,19.0,34110.0,物理学院,2006
200900133051,白小明,男,22.0,32924.0,信息科学与工程学院,2009
200900133052,白国平,男,20.0,33894.0,软件学院,2010
200900133053,贾拉元,,20.0,33665.0,法学院,2004
200900133054,孔庆峰,男,22.0,33229.0,国际教育学院,2009
200900133055,李萍,男,21.0,33397.0,医学院,2011
200900133056,李方泽,男,23.0,32570.0,,2006
200900133057,李娜,男,24.0,32197.0,环境科学与工程学院,2007
200900133058,郭永旺,女,19.0,34163.0,化学与化工学院,2004
200900133059,郝银洞,女,21.0,33281.0,公共卫生学院,2011
200900133060,李季峰,男,23.0,32774.0,公共卫生学院,2010
200900133061,冷辽,女,19.0,33981.0,马克思主义学院,2004
200900133062,曹国军,女,18.0,34390.0,化学与化工学院,2011
200900133063,李爱臣,女,24.0,32401.0,化学与化工学院,2005
200900133064,康凯凯,,22.0,33091.0,艺术学院,2006
200900133065,陈金娥,女,21.0,33553.0,生命科学学院,2011
200900133066,候燕军,男,18.0,34374.0,法学院,2010
200900133067,刘华军,男,21.0,33427.0,艺术学院,2005
200900133068,冯占军,男,23.0,32816.0,哲学与社会发展学院,2007
200900133069,崔聪,男,24.0,32504.0,哲学与社会发展学院,2005
200900133070,贾永林,男,20.0,33654.0,法学院,2006
200900133071,高新民,女,21.0,33416.0,信息科学与工程学院,2008
200900133072,刘惠玉,男,20.0,33719.0,数学学院,2010
200900133073,段少青,,22.0,32879.0,数学学院,2007
200900133074,韩鹏,男,18.0,34370.0,化学与化工学院,2010
200900133075,康龙,女,22.0,33035.0,环境科学与工程学院,2008
200900133076,李俊怀,女,24.0,32269.0,艺术学院,2008
200900133077,李玉霞,女,22.0,32883.0,化学与化工学院,2011
200900133078,刘爱莲,女,24.0,32492.0,马克思主义学院,2007
200900133079,侯利滨,女,20.0,33862.0,马克思主义学院,2009
200900133080,李秀荣,,24.0,32342.0,软件学院,2006
200900133081,吉书洋,男,23.0,32604.0,管理学院,2005
200900133082,李子荣,女,24.0,32434.0,公共卫生学院,2004
200900133083,郭勇,,18.0,34420.0,医学院,2007
200900133084,刘国伟,男,22.0,33110.0,计算机科学与技术学院,2005
200900133085,景璐,男,24.0,32188.0,数学学院,2010
200900133086,李美英,男,21.0,33342.0,经济学院,2009
200900133088,姬桂梅,男,24.0,32183.0,数学学院,2008
200900133089,曹振华,女,24.0,32242.0,计算机科学与技术学院,2009
200900133090,黄勇,男,22.0,33229.0,外国语学院,2005
200900133091,贾钢军,男,24.0,32270.0,物理学院,2009
200900133093,曹永进,女,22.0,32984.0,计算机科学与技术学院,2008
200900133094,关留珍,男,19.0,34169.0,外国语学院,2011
200900133095,梁文斌,男,23.0,32705.0,马克思主义学院,2008
200900133097,郭建军,女,18.0,34387.0,历史文化学院,2006
200900133098,韩庆林,女,19.0,34257.0,计算机科学与技术学院,2004
200900133100,郝小莉,男,24.0,32319.0,历史文化学院,2005
200900133101,陈振国,女,22.0,33164.0,计算机科学与技术学院,2005
200900133102,崔发明,女,20.0,33808.0,物理学院,2004
200900133103,解云杰,男,19.0,34056.0,外国语学院,2005
200900133105,侯子耀,男,22.0,33003.0,,2007
200900133106,连志刚,女,21.0,33488.0,马克思主义学院,2004
200900133107,冯超,女,19.0,34051.0,公共卫生学院,2008
200900133109,葛国贤,女,24.0,32367.0,历史文化学院,2008
200900133110,李晓斌,男,21.0,33516.0,物理学院,2008
200900133111,李瑛,女,22.0,33048.0,国际教育学院,2010
200900133112,韩磊,男,21.0,33399.0,环境科学与工程学院,2006
200900133113,刘贵珍,男,20.0,33905.0,生命科学学院,2011
200900133115,李树明,女,22.0,32910.0,化学与化工学院,2004
200900133116,高尚清,男,19.0,34038.0,环境科学与工程学院,2005
200900133118,郭忠良,女,20.0,33856.0,哲学与社会发展学院,2011
200900133119,刘建国,男,24.0,32380.0,,2009
200900133120,杜国平,男,23.0,32616.0,法学院,2007
200900133121,焦林菲,,18.0,34367.0,生命科学学院,2004
200900133122,胡建森,女,20.0,33617.0,公共卫生学院,2004
200900133124,董艳纯,男,21.0,33393.0,信息科学与工程学院,2007
200900133125,段翠莲,女,22.0,33107.0,,2011
200900133126,靖开义,,19.0,34023.0,化学与化工学院,2004
200900133127,董莲芝,女,19.0,34305.0,数学学院,2007
200900133128,高善金,女,21.0,33344.0,生命科学学院,2008
200900133130,陈会祥,男,22.0,33169.0,艺术学院,2009
200900133131,高和平,男,21.0,33442.0,经济学院,2004
200900133132,郭方喜,男,19.0,34142.0,信息科学与工程学院,2004
200900133133,翟娟,女,20.0,33789.0,法学院,2006
200900133135,高志晖,女,22.0,33229.0,艺术学院,2005
200900133136,梁卫军,男,19.0,34071.0,数学学院,2011
200900133137,李敏,女,20.0,33774.0,生命科学学院,2011
200900133138,范琛浩,男,24.0,32181.0,生命科学学院,2006
200900133140,李二梅,女,24.0,32442.0,法学院,2008
200900133141,候建明,男,20.0,33836.0,管理学院,2007
200900133142,刘凯,,23.0,32623.0,医学院,2011
200900133143,高埃许,男,23.0,32678.0,软件学院,2008
200900133144,李九龙,女,22.0,33106.0,马克思主义学院,2009
200900133145,单超,男,24.0,32493.0,经济学院,2004
200900133147,弓安明,男,23.0,32731.0,法学院,2006
200900133148,康海娥,男,20.0,33718.0,经济学院,2008
200900133149,郭海文,男,21.0,33277.0,艺术学院,2006
200900133150,姬平,女,18.0,34416.0,艺术学院,2004
200900133151,韩锦龙,男,18.0,34510.0,哲学与社会发展学院,2007
200900133153,李静军,男,19.0,33996.0,化学与化工学院,2009
200900133154,白苏斌,,18.0,34559.0,信息科学与工程学院,2011
200900133155,孔雪来,男,18.0,34585.0,国际教育学院,2006
200900133157,高桂生,女,21.0,33562.0,计算机科学与技术学院,2009
200900133158,范三女,男,19.0,34243.0,经济学院,2005
200900133159,付宝明,女,19.0,33985.0,生命科学学院,2006
200900133161,李瑾,女,20.0,33804.0,数学学院,2009
200900133162,陈建军,,21.0,33513.0,历史文化学院,2009
200900132057,郭瑞生,女,18.0,34436.0,艺术学院,2006
200900132058,白景霞,女,21.0,33464.0,外国语学院,2009
200900132059,陈雄亮,女,20.0,33726.0,环境科学与工程学院,2004
200900132060,何宗华,男,24.0,32381.0,数学学院,2010
200900132061,贾路明,女,20.0,33925.0,信息科学与工程学院,2011
200900132062,高群,女,20.0,33641.0,哲学与社会发展学院,2006
200900132063,李金秀,男,23.0,32577.0,医学院,2005
200900132064,高继峰,男,20.0,33961.0,计算机科学与技术学院,2006
200900132065,弓金保,男,22.0,33194.0,国际教育学院,2008
200900132066,郝亮英,女,24.0,32472.0,经济学院,2009
200900132067,崔彥和,男,24.0,32306.0,物理学院,2004
200900132068,高宏,男,24.0,32326.0,经济学院,2006
200900132069,高建明,女,18.0,34631.0,公共卫生学院,2008
200900132070,郝金玉,,22.0,33110.0,数学学院,2006
200900132071,何海全,男,24.0,32399.0,历史文化学院,2009
200900132072,刘军亚,男,23.0,32703.0,经济学院,2009
200900132073,胡建梅,,20.0,33677.0,马克思主义学院,2004
200900132074,刘冬生,女,23.0,32722.0,物理学院,2005
200900132075,丁永兵,男,20.0,33893.0,医学院,2011
200900132076,包国栋,男,21.0,33342.0,信息科学与工程学院,2005
200900132077,冯文婷,男,21.0,33310.0,外国语学院,2010
200900132078,李建五,男,23.0,32791.0,数学学院,2008
200900132079,陈俊梅,女,22.0,33188.0,外国语学院,2010
200900132080,韩维,男,24.0,32162.0,信息科学与工程学院,2011
200900132081,金琦,,20.0,33665.0,计算机科学与技术学院,2010
200900132082,李刚,男,24.0,32256.0,,2006
200900132083,曹晓芳,男,19.0,34277.0,历史文化学院,2008
200900132084,单润林,女,19.0,34221.0,化学与化工学院,2007
200900132085,姜小林,男,21.0,33420.0,哲学与社会发展学院,2007
200900132086,虫淑淑,女,18.0,34586.0,计算机科学与技术学院,2008
200900132087,刺团花,女,22.0,33030.0,外国语学院,2009
200900132088,高建忠,男,22.0,33155.0,公共卫生学院,2007
200900132089,胡宝平,男,18.0,34631.0,计算机科学与技术学院,2008
200900132090,高旭平,男,21.0,33503.0,,2010
